,Place 132560,Place 132561,Place 132564,Place 132572,Place 132583,Place 132584,Place 132594,Place 132608,Place 132609,Place 132613,Place 132626,Place 132630,Place 132654,Place 132660,Place 132663,Place 132665,Place 132667,Place 132668,Place 132706,Place 132715,Place 132717,Place 132723,Place 132732,Place 132733,Place 132740,Place 132754,Place 132755,Place 132766,Place 132767,Place 132768,Place 132773,Place 132825,Place 132830,Place 132834,Place 132845,Place 132846,Place 132847,Place 132851,Place 132854,Place 132856,Place 132858,Place 132861,Place 132862,Place 132866,Place 132869,Place 132870,Place 132872,Place 132875,Place 132877,Place 132884,Place 132885,Place 132921,Place 132922,Place 132925,Place 132937,Place 132951,Place 132954,Place 132955,Place 132958,Place 134975,Place 134976,Place 134983,Place 134986,Place 134987,Place 134992,Place 134996,Place 134999,Place 135000,Place 135001,Place 135011,Place 135013,Place 135016,Place 135018,Place 135019,Place 135021,Place 135025,Place 135026,Place 135027,Place 135028,Place 135030,Place 135032,Place 135033,Place 135034,Place 135035,Place 135038,Place 135039,Place 135040,Place 135041,Place 135042,Place 135043,Place 135044,Place 135045,Place 135046,Place 135047,Place 135048,Place 135049,Place 135050,Place 135051,Place 135052,Place 135053,Place 135054,Place 135055,Place 135057,Place 135058,Place 135059,Place 135060,Place 135062,Place 135063,Place 135064,Place 135065,Place 135066,Place 135069,Place 135070,Place 135071,Place 135072,Place 135073,Place 135074,Place 135075,Place 135076,Place 135079,Place 135080,Place 135081,Place 135082,Place 135085,Place 135086,Place 135088,Place 135104,Place 135106,Place 135108,Place 135109
Place 132626,0.264944537,0.66870107,0.384290237,0.000742437,0.174356338,0.127580811,0.230227039,0.151685122,0.241465063,0.140351963,1,0.165304994,0.522798749,0.128066382,0.230227039,0.95999036,0.157266821,0.195866779,0.441312615,0.186454995,0.168305437,-0.039012714,0.166558638,0.115831074,0.157957689,-0.115290139,0.049055316,0.263599115,0.116972607,0.08576225,0.152857632,-0.136183579,0.041991199,-0.065219188,0.16185306,0.091735327,0.089381123,0.103667536,0.099198556,-0.007631766,0.160437355,0.027817615,-0.07717189,0.107931509,0.136876686,0.187504361,0.035498238,0.061700871,0.212476367,0.056532952,0.203144877,-0.032434806,0.043890362,0.129455253,0.098330109,0.029007495,0.000544832,-0.022674577,-0.025320517,0.155752445,0.105647412,0.135876483,0.077579606,0.160801112,0.166067845,0.067474383,0.115746993,0.134604816,0.073556286,0.174356338,0.119209519,0.202684689,0.144589632,0.112476084,0.090034002,-0.05752602,-0.021365446,0.061530272,-0.086727503,-0.061249367,-0.090991465,0.210943645,-0.004650958,0.100950495,-0.032568104,-0.008869598,0.319672893,-0.053705056,-0.044956694,0.078701923,0.107210283,-0.047653749,-0.011875912,0.013381926,0.036528219,0.064361543,0.042689234,-0.059140862,-0.053158518,0.001710584,0.080179882,-0.007500065,0.026377783,-0.060387756,-0.02525941,0.017193461,-0.053889232,0.006744361,-0.05526708,0.019338825,-0.05503357,0.145606604,0.086773721,0.07543978,0.030194928,0.110007515,0.052753437,-0.099709597,-0.006278929,-0.026470065,0.036528219,0.009586484,0.090559522,-0.168796128,0.046729081,0.170474468,0.152847594,0.009964303,0.047900218,0.183799731
Place 132630,0.437934249,0.249081141,0.175482525,-0.01090266,0.174373028,0.3562502,0.379331709,0.238816934,0.386546128,0.742863258,0.165304994,1,0.33215594,0.124588224,0.52627364,0.191795524,0.262621545,0.19766053,0.207179377,0.186519366,0.168371953,-0.050952061,0.587165863,0.495016564,0.354521001,-0.128511549,0.043392118,0.268528772,0.113417463,0.07614847,0.150321261,-0.158088572,0.034510755,-0.079350101,0.161820229,0.088003136,0.085632281,0.097170176,0.094508966,-0.016964192,0.160398901,0.020613967,-0.092878635,0.104313245,0.133118864,0.18928921,0.026890528,0.055738641,0.214649432,0.052549334,0.20532526,-0.046487986,0.036826192,0.12772867,0.095430247,0.021815182,-0.005960427,-0.0294521,-0.032535697,0.154435794,0.102013149,0.134453814,0.068217792,0.160839639,0.166051735,0.058706584,0.111186296,0.133175323,0.067206977,0.174373028,0.11566994,0.204485945,0.141999019,0.107890015,0.082581265,-0.071843114,-0.032156292,0.057582664,-0.101757661,-0.074330075,-0.109287696,0.213117821,-0.011279107,0.098068414,-0.047248994,-0.019082607,0.328648638,-0.067357686,-0.059333409,0.073409331,0.10534558,-0.060166711,-0.021819318,0.005136892,0.033199687,0.062547062,0.036074558,-0.072854129,-0.068988996,-0.004338582,0.07346733,-0.01544327,0.013808566,-0.074598071,-0.03523231,0.004182673,-0.066889921,-0.000184982,-0.066963695,0.012520428,-0.06737969,0.142081619,0.082626834,0.069596788,0.023013917,0.107186647,0.048742513,-0.113869073,-0.01834126,-0.037314905,0.033199687,0.000157057,0.086819017,-0.193995927,0.040521567,0.167705144,0.35069511,0.001790555,0.038861908,0.183853657
Place 132654,0.475290627,0.763341933,0.341463907,0.018788797,0.325453994,0.259709524,0.421648381,0.298143408,0.447876468,0.280102748,0.522798749,0.33215594,1,0.255194533,0.421648381,0.600492233,0.298032776,0.361095713,0.890637671,0.352431616,0.318920382,-0.061572685,0.318568418,0.257040101,0.308461041,-0.219830991,0.095748794,0.471945982,0.231080661,0.201528063,0.300706096,-0.221010893,0.089944709,-0.10964837,0.297550832,0.176213751,0.171094891,0.218110186,0.198184777,-0.012149867,0.294389939,0.054419792,-0.122925477,0.211426558,0.272536267,0.342198551,0.07589265,0.122404483,0.380033197,0.099658577,0.358059046,-0.035640466,0.09406034,0.23651621,0.181465682,0.056987844,-0.009888556,-0.053872399,-0.059893202,0.299637576,0.20646096,0.255968711,0.183434107,0.302336928,0.306959501,0.156102957,0.234058585,0.253173938,0.153449863,0.325453994,0.235943122,0.376489959,0.282633944,0.22696821,0.197442627,-0.086523653,-0.030182058,0.110528019,-0.147764672,-0.10339451,-0.140443988,0.376428602,-0.014989821,0.18719888,-0.032924214,-0.004068101,0.55911899,-0.084111366,-0.060477614,0.152383681,0.187256672,-0.075278551,-0.013657575,0.028293883,0.046160212,0.098640276,0.086852805,-0.095715022,-0.068648012,-0.006609037,0.167424533,-0.012505514,0.084780754,-0.097246706,-0.039792634,0.064016651,-0.087670903,0.009295872,-0.102006958,0.036471005,-0.093360198,0.275973531,0.163410889,0.152119873,0.059550606,0.207012611,0.091437552,-0.17937662,0.009345614,-0.041118431,0.046160212,0.028887188,0.173657156,-0.27616546,0.08101756,0.335922846,0.297246631,0.025234164,0.111157077,0.346512784
Place 132660,0.351731211,0.192800899,0.31490149,-0.020750944,0.132683635,0.63142083,0.304447289,0.424673218,0.434868041,0.104274868,0.128066382,0.124588224,0.255194533,1,0.304447289,0.148219494,0.487196908,0.359639314,0.160202394,0.335397483,0.129840441,-0.053809863,0.308272677,0.417587666,0.204345334,-0.120327606,0.025475782,0.205170092,0.085044473,0.056992834,0.115646876,-0.143543239,0.018385703,-0.078598424,0.121479966,0.062751462,0.060671339,0.072114297,0.068957934,-0.026978872,0.120210852,0.005122439,-0.088270975,0.077059421,0.101196305,0.144143476,0.010134321,0.035447682,0.161022483,0.03163724,0.15236811,-0.049052657,0.02100416,0.092665289,0.067285422,0.006174024,-0.018612402,-0.03713748,-0.040550677,0.118477165,0.075041892,0.100840443,0.050385551,0.123176694,0.125257647,0.041168633,0.08357019,0.099711657,0.046635996,0.132683635,0.087019883,0.157786241,0.108318737,0.080682336,0.061150875,-0.070157507,-0.038224648,0.036055537,-0.09637004,-0.073513339,-0.102003228,0.159602392,-0.021266826,0.069611245,-0.049603458,-0.026399816,0.251284198,-0.067320696,-0.059843187,0.049346922,0.072747626,-0.060893058,-0.029427299,-0.008020156,0.01237868,0.03728733,0.019431201,-0.072101273,-0.067029728,-0.016274557,0.051378792,-0.023826823,0.002844561,-0.07394141,-0.040076299,-0.006428228,-0.06704109,-0.012263665,-0.069089935,-0.001156526,-0.067602266,0.103946185,0.056781536,0.047584378,0.007223424,0.077648772,0.02829535,-0.106750535,-0.025807271,-0.042720744,0.01237868,-0.011036516,0.061712559,-0.174109954,0.018843256,0.129307869,0.373889014,-0.009307174,0.022740386,0.141139649
Place 132663,0.612449715,0.333665782,0.242633786,-0.008008912,0.232743443,0.3018676,0.768289639,0.209891751,0.324267812,0.468108012,0.230227039,0.52627364,0.421648381,0.304447289,1,0.261329839,0.716266506,0.26126992,0.277102715,0.252676865,0.228765305,-0.066832416,0.558504532,0.47747555,0.373686331,-0.184567578,0.057502149,0.34495003,0.159607584,0.129765872,0.211786268,-0.198309306,0.050586496,-0.105546511,0.212123305,0.119051395,0.115267319,0.145844924,0.133821013,-0.027347467,0.209787254,0.024617571,-0.117110537,0.145080568,0.189374221,0.2473306,0.038012897,0.07633532,0.274078043,0.062452362,0.25781363,-0.050876292,0.054444288,0.164977928,0.123615711,0.026519978,-0.021616879,-0.053698631,-0.059025661,0.212689601,0.141410187,0.180432552,0.116987961,0.216530276,0.219076537,0.097595616,0.160353595,0.178367957,0.098858673,0.232743443,0.163201459,0.272624554,0.198425681,0.155109736,0.129725075,-0.088298213,-0.04225155,0.070489211,-0.134371181,-0.099089509,-0.133856584,0.271410345,-0.024941401,0.12785597,-0.049837676,-0.022060596,0.413307102,-0.085813668,-0.069473744,0.09891057,0.128512834,-0.077493848,-0.028865871,0.003927448,0.023516495,0.064176481,0.049583964,-0.09441494,-0.077374651,-0.018209877,0.108315066,-0.024860093,0.039561687,-0.096418822,-0.047756594,0.023368825,-0.087437335,-0.007811751,-0.096508364,0.012300559,-0.090620523,0.190703662,0.108615401,0.098331089,0.02841845,0.142509428,0.056373571,-0.156127943,-0.015151084,-0.050356119,0.023516495,0.00290604,0.11716146,-0.24371453,0.044572236,0.236785422,0.682980647,0.002297357,0.063862908,0.248303745
Place 132665,0.299379037,0.78147347,0.326190938,0.002600116,0.198738311,0.148434888,0.261329839,0.175040778,0.274964688,0.162512336,0.95999036,0.191795524,0.600492233,0.148219494,0.261329839,1,0.17983048,0.222697411,0.513754095,0.213223766,0.192594179,-0.043706688,0.190928153,0.137742495,0.181944892,-0.13325525,0.056094501,0.297715713,0.135032331,0.103460302,0.176436714,-0.1518559,0.049050027,-0.073630305,0.183764727,0.105031038,0.102232309,0.121484233,0.114721383,-0.009156984,0.182069078,0.031491863,-0.085966789,0.124284836,0.158379116,0.212647894,0.041250158,0.070962915,0.239764172,0.063179441,0.228412033,-0.034240292,0.051339619,0.14660555,0.111508364,0.032903652,-0.001642882,-0.028233104,-0.031456093,0.178821526,0.121569595,0.155124449,0.093711249,0.183633093,0.18881266,0.080911414,0.134378503,0.153608173,0.085845478,0.198738311,0.137691385,0.230888847,0.16659301,0.130493202,0.106615458,-0.063498857,-0.023738554,0.069120975,-0.097902654,-0.069198563,-0.100635729,0.237900288,-0.006852666,0.114629065,-0.033978945,-0.009008024,0.359220838,-0.059829737,-0.048770619,0.090121791,0.120021718,-0.053223325,-0.013037488,0.015078632,0.037891923,0.069827768,0.049227641,-0.0662599,-0.057119372,-0.000102101,0.093617947,-0.00898421,0.034594784,-0.067597961,-0.028476284,0.023519591,-0.060490326,0.006584798,-0.063800707,0.021526255,-0.062298192,0.166327473,0.098783739,0.087273082,0.034312535,0.125414975,0.058685744,-0.113787014,-0.004862277,-0.029782938,0.037891923,0.011859863,0.103633218,-0.18840729,0.05176336,0.196864168,0.175853479,0.011711145,0.057255058,0.210044975
Place 132667,0.628294052,0.231909467,0.165068307,-0.025454347,0.158752446,0.474670867,0.716266506,0.244221026,0.388902727,0.427521709,0.157266821,0.262621545,0.298032776,0.487196908,0.716266506,0.17983048,1,0.180831923,0.19250271,0.173451221,0.157233347,-0.067585176,0.636867429,0.331688485,0.488038397,-0.154153393,0.028509264,0.240784483,0.104441908,0.078193461,0.14272846,-0.172739145,0.021742653,-0.098306382,0.143542552,0.074641996,0.07186113,0.091716764,0.084585136,-0.037387827,0.14181912,0.002524937,-0.107367147,0.093768633,0.125309813,0.170554218,0.010403878,0.041435983,0.187582117,0.033040995,0.175461593,-0.057927805,0.02536149,0.107775489,0.077851077,0.003925146,-0.030637472,-0.053223363,-0.058005339,0.144373012,0.091071776,0.120651794,0.069352164,0.148241746,0.148671959,0.055410027,0.104086686,0.119133295,0.058041963,0.158752446,0.107082243,0.189202058,0.132900738,0.100232693,0.079852179,-0.084918678,-0.04881243,0.038949113,-0.11934954,-0.092005326,-0.122222647,0.185594755,-0.032104064,0.080972285,-0.057832641,-0.033214117,0.291722985,-0.082937743,-0.071611975,0.057807837,0.080850665,-0.07548151,-0.03821141,-0.013541262,0.004134866,0.035101288,0.021834653,-0.089262168,-0.078357552,-0.02712192,0.064111888,-0.032968548,0.009240742,-0.091469915,-0.051418911,-0.003541034,-0.083439435,-0.020351823,-0.089636025,-0.005567608,-0.085076572,0.123749018,0.06585956,0.057614285,0.005322442,0.091757634,0.028572094,-0.134084701,-0.030344646,-0.054773203,0.004134866,-0.014917203,0.073253117,-0.209177144,0.016189809,0.159831482,0.829668628,-0.013745277,0.029921962,0.170226893
Place 132668,0.297781238,0.284376434,0.341181586,-0.000918109,0.199530589,0.152985901,0.26126992,0.410504589,0.276832461,0.166504369,0.195866779,0.19766053,0.361095713,0.359639314,0.26126992,0.222697411,0.180831923,1,0.236265307,0.932121927,0.195106679,-0.049853515,0.193160967,0.229265552,0.700044449,-0.146504665,0.053067237,0.295825953,0.137139639,0.110635309,0.180504221,-0.158925383,0.047113153,-0.081428684,0.182824606,0.104097962,0.101015245,0.12531753,0.115899706,-0.016258562,0.180932249,0.026475099,-0.091902567,0.125303785,0.161946756,0.21218688,0.037647757,0.068834681,0.23659534,0.057993223,0.223575638,-0.037237517,0.049964373,0.143900991,0.108773722,0.028026003,-0.010996787,-0.038148876,-0.042137873,0.181605376,0.122313438,0.155377848,0.100050556,0.185165922,0.188457501,0.084669584,0.137524206,0.15369934,0.086639791,0.199530589,0.140067826,0.232642816,0.169632797,0.133250242,0.111300125,-0.068279202,-0.029399626,0.064539405,-0.105822774,-0.076513598,-0.105837488,0.234459167,-0.014685902,0.11222263,-0.03644048,-0.013130098,0.354704111,-0.065727149,-0.052619127,0.088001754,0.114330597,-0.059021116,-0.01837208,0.009418676,0.02737727,0.060894283,0.04644485,-0.07275436,-0.059664989,-0.008673406,0.094714632,-0.015136849,0.036915267,-0.074229326,-0.034308493,0.024132172,-0.066994348,-0.000369803,-0.073432555,0.016034151,-0.069531812,0.165523137,0.096212465,0.086764132,0.029573706,0.124141909,0.053042034,-0.123679173,-0.007449249,-0.036016433,0.02737727,0.00794112,0.102558312,-0.196333504,0.044548138,0.201650929,0.178383283,0.00728481,0.05768707,0.212139913
Place 132706,0.315908464,0.657226984,0.21775539,0.008803723,0.211739688,0.161117727,0.277102715,0.18830665,0.291861623,0.175631856,0.441312615,0.207179377,0.890637671,0.160202394,0.277102715,0.513754095,0.19250271,0.236265307,1,0.227343903,0.205379021,-0.040670129,0.204441178,0.152331411,0.195745971,-0.136194257,0.062513229,0.314093044,0.14603793,0.11639763,0.189806845,-0.150427036,0.056153222,-0.071523441,0.195608779,0.113813677,0.110807606,0.133453966,0.124923398,-0.005439445,0.193782016,0.036923848,-0.083558917,0.134494025,0.17119286,0.225418222,0.048268665,0.078623726,0.253749822,0.068862088,0.241452049,-0.029029941,0.05842917,0.156759579,0.120029504,0.038438093,0.000717948,-0.027517632,-0.030800751,0.191512501,0.131577591,0.166025031,0.105773018,0.195731391,0.201046971,0.091496049,0.146026845,0.164394179,0.095045626,0.211739688,0.148894038,0.245106208,0.179227944,0.141855639,0.118253538,-0.060261231,-0.019982692,0.075243645,-0.096888636,-0.067327653,-0.097653683,0.25173091,-0.004576176,0.123383249,-0.028337624,-0.004427581,0.377027216,-0.056859186,-0.044428919,0.098656767,0.12815982,-0.050444014,-0.009016824,0.019943587,0.040916133,0.074279946,0.05575829,-0.063746521,-0.052353762,0.002201345,0.103561773,-0.005910639,0.044104407,-0.064912328,-0.025503293,0.032345848,-0.057998812,0.010009095,-0.062630766,0.026038683,-0.060376763,0.178993786,0.107190325,0.096125531,0.039949224,0.134974628,0.064035609,-0.114529669,0.001201948,-0.026459857,0.040916133,0.017386126,0.112312299,-0.18762911,0.057690699,0.211778931,0.189199866,0.016468569,0.066045958,0.223919673
Place 132715,0.289485365,0.273527317,0.445092126,-0.002581165,0.192060222,0.14394146,0.252676865,0.383507013,0.266716796,0.157481127,0.186454995,0.186519366,0.352431616,0.335397483,0.252676865,0.213223766,0.173451221,0.932121927,0.227343903,1,0.421321947,-0.048546638,0.18474032,0.211057568,0.651171317,-0.138579551,0.051022377,0.287750703,0.130158104,0.100242762,0.171302031,-0.156251123,0.04419045,-0.078823455,0.176803204,0.099764589,0.096929064,0.117011934,0.109801127,-0.014887456,0.175075211,0.025915529,-0.090331368,0.119270567,0.153290703,0.205423958,0.035562915,0.065689515,0.230443896,0.057359061,0.218726722,-0.038590889,0.046781973,0.13964346,0.105428114,0.027344841,-0.007838489,-0.033826013,-0.037418544,0.173372556,0.116519863,0.14931621,0.090528645,0.177839134,0.181947127,0.077167925,0.129707664,0.147776786,0.08127828,0.192060222,0.132851727,0.224045396,0.161316865,0.125773186,0.102779307,-0.067713436,-0.028720756,0.063379718,-0.102558677,-0.074013283,-0.10491163,0.228520745,-0.012198025,0.108594942,-0.038278271,-0.013630265,0.347065464,-0.064492456,-0.053095124,0.084371893,0.112582626,-0.057735275,-0.017996367,0.009477654,0.03070342,0.062687018,0.044228835,-0.07098823,-0.060978818,-0.005855357,0.088806592,-0.013869379,0.030699264,-0.072489926,-0.033126089,0.01909703,-0.065215688,0.001078856,-0.069464641,0.01619856,-0.067101501,0.159008058,0.09285919,0.082204232,0.028771205,0.119539743,0.052805415,-0.118531007,-0.009473102,-0.03483109,0.03070342,0.006824497,0.098348396,-0.192881956,0.044749484,0.191267707,0.169921218,0.006820328,0.052734566,0.203578329
Place 132717,0.262081652,0.247056711,0.837213445,1.77E-05,0.1739301,0.13012509,0.228765305,0.153512969,0.241080758,0.142416574,0.168305437,0.168371953,0.318920382,0.129840441,0.228765305,0.192594179,0.157233347,0.195106679,0.205379021,0.421321947,1,-0.041047052,0.167195848,0.393793859,0.369921354,-0.120965802,0.047679616,0.260569565,0.118027155,0.090660292,0.154764316,-0.137109793,0.041503783,-0.067837577,0.160477003,0.091150198,0.088642837,0.106146612,0.099928683,-0.010690271,0.158953429,0.025558177,-0.078450599,0.108399111,0.138712383,0.186068597,0.034194538,0.060824262,0.20927468,0.053654021,0.199008737,-0.032404442,0.043675496,0.127402657,0.096554734,0.026822528,-0.004208395,-0.027608291,-0.030640756,0.156747651,0.105966651,0.135496464,0.081998483,0.160877348,0.16501254,0.07035719,0.117535355,0.134136619,0.074383731,0.1739301,0.120409209,0.202472881,0.145940076,0.114055386,0.093194396,-0.058386187,-0.02333716,0.058977444,-0.089203477,-0.063725302,-0.091467608,0.207589432,-0.008468581,0.099352807,-0.032149101,-0.010066478,0.314342293,-0.055319063,-0.045325817,0.077665712,0.103529886,-0.049372099,-0.013802174,0.010938406,0.030540075,0.058986229,0.041600159,-0.061071409,-0.052550621,-0.002640932,0.081193516,-0.010161821,0.029064978,-0.0623349,-0.027406718,0.018973729,-0.055934796,0.003420463,-0.059297261,0.016798341,-0.057578464,0.144798077,0.085297999,0.07543204,0.028084274,0.109023398,0.049627765,-0.103380587,-0.006371432,-0.028746288,0.030540075,0.008324192,0.089897903,-0.16967813,0.042963961,0.172741407,0.153891683,0.008255893,0.048957091,0.184087488
Place 132723,-0.065787097,-0.047044674,-0.049985963,0.17260598,-0.059743491,-0.053701453,-0.066832416,-0.048783811,-0.053451484,-0.056105585,-0.039012714,-0.050952061,-0.061572685,-0.053809863,-0.066832416,-0.043706688,-0.067585176,-0.049853515,-0.040670129,-0.048546638,-0.041047052,1,-0.059245901,-0.056627836,-0.061296491,0.089279197,0.587645211,-0.067802306,-0.062623133,-0.066864859,-0.047814278,-0.070088507,-0.111758762,0.053594128,-0.071396219,-0.082740649,-0.084622115,-0.072167336,-0.07611665,-0.159448159,-0.072720891,0.077220036,0.074799503,-0.069819198,-0.058950223,-0.057984045,-0.028402119,-0.000536754,-0.088520322,0.115997587,-0.100207937,-0.088137785,0.075270092,-0.09275982,0.157077865,0.077942509,0.067611895,0.135364483,0.092102028,-0.048080707,-0.071639099,-0.064829662,-0.068790409,-0.047469305,-0.067458826,-0.082498883,-0.063034041,-0.065904774,-0.087014941,-0.059743491,-0.060844586,-0.043262043,-0.054657527,-0.065616952,-0.068996371,-0.038010395,0.358988751,-0.106943449,-0.126477757,-0.103457323,-0.078925158,-0.090426137,0.524347696,0.345699183,-0.162668561,-0.140675007,-0.071574779,-0.025741453,-0.167508321,-0.104864178,-0.037759928,-0.091928988,0.113037408,-0.142970262,0.123124933,0.288362052,-0.110823937,-0.179519922,-0.16745077,-0.142471938,-0.090557461,0.122401794,-0.119399893,0.087018135,0.169157874,-0.13618022,-0.174228143,-0.138665917,-0.050601729,0.068307506,-0.173706163,-0.100169272,-0.100227502,-0.042730219,0.287237524,-0.083446967,0.227701402,0.382382729,-0.14674922,-0.159904939,0.391775475,-0.137774704,-0.083680242,-0.058462821,0.383859517,-0.050400758,-0.065759732,-0.129548371,-0.108403169,-0.05099741
Place 132732,0.830989516,0.2461052,0.175614551,-0.016468613,0.170486729,0.301987963,0.558504532,0.251994,0.40129531,0.432545907,0.166558638,0.587165863,0.318568418,0.308272677,0.558504532,0.190928153,0.636867429,0.193160967,0.204441178,0.18474032,0.167195848,-0.059245901,1,0.262122503,0.493877131,-0.145094085,0.037335527,0.258259496,0.113019483,0.083928911,0.151801635,-0.165235708,0.030207951,-0.089384889,0.155743589,0.083853734,0.081132383,0.099607775,0.093222695,-0.027492233,0.154073439,0.012195054,-0.099873227,0.102572586,0.134288195,0.183231361,0.020288027,0.050630142,0.203892279,0.043149068,0.192383087,-0.050400226,0.033308405,0.119939828,0.088462625,0.013567001,-0.019954096,-0.043608697,-0.047757311,0.153979966,0.099933063,0.130844332,0.07501258,0.158437468,0.160714891,0.062011724,0.112321638,0.129363577,0.066046626,0.170486729,0.115603946,0.201250481,0.142203885,0.108547011,0.086637963,-0.077662229,-0.040210444,0.048929105,-0.111376392,-0.083735366,-0.1148816,0.202004145,-0.022886624,0.091508726,-0.050388081,-0.025214526,0.313011805,-0.074911846,-0.064146439,0.067841038,0.09379906,-0.067713994,-0.029641287,-0.003843297,0.016552842,0.047469221,0.030532812,-0.081131865,-0.071690984,-0.017199324,0.072548951,-0.02453434,0.016069047,-0.083056786,-0.043400098,0.004180458,-0.075311716,-0.010838273,-0.079911007,0.003659285,-0.076822324,0.136566861,0.076195831,0.066478414,0.014936105,0.102035398,0.038777222,-0.125988454,-0.022345329,-0.046065759,0.016552842,-0.006185912,0.082494572,-0.201562282,0.02834808,0.169726838,0.376488776,-0.005271681,0.03782773,0.181613156
Place 132733,0.321012292,0.183048881,0.483505543,-0.027993216,0.125795928,0.564158187,0.375621967,0.288359015,0.179405258,0.510863989,0.115831074,0.495016564,0.257040101,0.417587666,0.47747555,0.137742495,0.331688485,0.229265552,0.152331411,0.211057568,0.393793859,-0.056627836,0.262122503,1,0.382306717,-0.112733227,0.02200185,0.203669968,0.074802827,0.035182953,0.102701154,-0.151941305,0.011916659,-0.080618107,0.117191282,0.057091466,0.055439075,0.057137123,0.059366802,-0.02700092,0.116217144,0.003369854,-0.09386997,0.068458352,0.088201261,0.140205402,0.004888952,0.030089765,0.160113401,0.03237922,0.153924934,-0.058272212,0.014168731,0.090030864,0.064557627,0.004213875,-0.013165213,-0.030458664,-0.033239107,0.10831336,0.066855427,0.094493428,0.030180137,0.115816701,0.120091616,0.025221022,0.071021442,0.093609228,0.036730953,0.125795928,0.076372464,0.150505067,0.096918496,0.068718025,0.04457647,-0.076504014,-0.041104952,0.035887894,-0.098413673,-0.075229611,-0.110689699,0.159096176,-0.017722805,0.066391033,-0.060139898,-0.031097691,0.255346718,-0.071690449,-0.067871924,0.044079599,0.074563896,-0.064446239,-0.032193309,-0.009508472,0.021305638,0.044768541,0.014898736,-0.075581194,-0.077921886,-0.011412891,0.040495279,-0.023672602,-0.013699901,-0.077704339,-0.041780584,-0.020912432,-0.069967653,-0.010537385,-0.066634784,-0.00162349,-0.068892483,0.096510941,0.05297674,0.039801405,0.005056142,0.072727666,0.029725463,-0.104943276,-0.034430169,-0.044747355,0.021305638,-0.015828878,0.056266185,-0.183627333,0.020282375,0.114608037,0.450135232,-0.01219396,0.01145636,0.132296223
Place 132740,0.430457223,0.235607077,0.389172731,-0.020624447,0.162671376,0.200866221,0.530921861,0.237970351,0.229352832,0.407907272,0.157957689,0.354521001,0.308461041,0.204345334,0.373686331,0.181944892,0.488038397,0.700044449,0.195745971,0.651171317,0.369921354,-0.061296491,0.493877131,0.382306717,1,-0.143026816,0.033407481,0.24900532,0.10603458,0.0749281,0.143298654,-0.166912103,0.025651634,-0.090878607,0.148771436,0.078456898,0.075883698,0.09169505,0.086724778,-0.029687352,0.147196852,0.008932105,-0.101820674,0.096156573,0.126080207,0.175785678,0.01585775,0.045860659,0.195994238,0.03996774,0.185200072,-0.054172864,0.028737145,0.114021021,0.083440675,0.010231163,-0.02094751,-0.043589278,-0.047661898,0.146079621,0.093660775,0.12423289,0.066625982,0.151094354,0.153458335,0.054778889,0.104792372,0.122834642,0.060069217,0.162671376,0.108478296,0.192743041,0.134228423,0.101221604,0.078781622,-0.080115705,-0.042656676,0.045433236,-0.112268285,-0.085062062,-0.117410997,0.19422322,-0.023975947,0.086319381,-0.054508045,-0.028252841,0.303415505,-0.077060435,-0.067346092,0.062594922,0.089342721,-0.069681405,-0.032218134,-0.006779861,0.01548221,0.045505934,0.026452228,-0.082958036,-0.075358641,-0.018199002,0.066076808,-0.026338927,0.009352478,-0.085006422,-0.045309714,-0.002003706,-0.077076291,-0.01271117,-0.080517366,0.001012997,-0.07813732,0.128858808,0.071143819,0.060860219,0.011527525,0.096267558,0.035833789,-0.125596792,-0.02653053,-0.048205891,0.01548221,-0.009753613,0.07717173,-0.202993949,0.02505614,0.160222927,0.462994489,-0.008251304,0.031946944,0.173161931
